"","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Emisja CO2","Typ","Liczba drzwi","Liczba miejsc","Kolor","VAT mar¿a","Kraj pochodzenia","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Bezwypadkowy","Serwisowany w ASO","Stan","Rodzaj koloru","Mo¿liwoœæ finansowania","Faktura VAT","Leasing","Pierwszy w³aœciciel","Filtr cz¹stek sta³ych","Gwarancja dealerska (w cenie)","Uszkodzony","Miesiêczna rata","Tuning","lub do (przebieg km)","Generacja","Okres gwarancji producenta","Op³ata pocz¹tkowa","Liczba pozosta³ych rat","Wartoœæ wykupu","Kod Silnika","Akryl (niemetalizowany)","Zarejestrowany jako zabytek","Homologacja ciê¿arowa","Kierownica po prawej (Anglik)"
"1:1443","180 000","Firmy","Osobowe","Maserati","Ghibli","S Q4","2018","16 500 km","2 979 cm3","Benzyna","430 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan","4","5","Inny kolor",NA,"Stany Zjednoczone",NA,"LPA29800","Tak",NA,"Tak","U¿ywane","Per³owy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1444","229 000","Osoby prywatnej","Osobowe","Maserati","GranTurismo","S","2008","97 000 km","4 691 cm3","Benzyna","440 KM","Automatyczna","Na tylne ko³a","385 g/km","Coupe","2","4","Czarny",NA,"W³ochy",NA,NA,"Tak","Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1445","148 000","Firmy","Osobowe","Maserati","Quattroporte","Q4","2014","196 000 km","2 979 cm3","Benzyna","410 KM","Automatyczna","4x4 (sta³y)","226 g/km","Sedan","4","5","Czarny",NA,NA,"12/08/2014","CT1669P","Tak","Tak","Tak","U¿ywane","Metalik","Tak","Tak","Tak",NA,NA,"3 miesiêcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1446","650 000","Firmy","Osobowe","Maserati","Levante",NA,"2020","48 km","2 979 cm3","Benzyna","430 KM","Automatyczna","4x4 (do³¹czany automatycznie)","253 g/km","SUV","5",NA,"Czarny",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1447","279 900","Firmy","Osobowe","Maserati","Quattroporte",NA,"2017","61 657 km","2 987 cm3","Diesel","250 KM","Automatyczna","Na tylne ko³a",NA,"Sedan","4","4","Czarny",NA,NA,"27/06/2017","SZ3042K","Tak","Tak","Tak","U¿ywane",NA,NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1448","169 997","Firmy","Osobowe","Maserati","Quattroporte","D Automatik","2014","49 400 km","2 987 cm3","Diesel","275 KM","Automatyczna","Na tylne ko³a","163 g/km","Sedan","4","4","Czarny",NA,"Polska",NA,NA,"Tak","Tak",NA,"U¿ywane",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1449","66 900","Firmy","Osobowe","Maserati","Quattroporte","S Q4 Automatik","2013","56 396 km","2 979 cm3","Benzyna","410 KM","Automatyczna","4x4 (sta³y)","246 g/km","Sedan","4","4","Inny kolor","Tak","Francja",NA,NA,NA,NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1450","173 000","Osoby prywatnej","Osobowe","Maserati","GranTurismo","S","2008","122 000 km","4 691 cm3","Benzyna","440 KM","Automatyczna","Na tylne ko³a",NA,"Coupe","2","2","Czarny",NA,NA,NA,NA,"Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1451","138 999","Osoby prywatnej","Osobowe","Maserati","Ghibli","S Q4","2014","42 000 km","2 979 cm3","Benzyna","410 KM","Automatyczna","4x4 (do³¹czany automatycznie)","246 g/km","Sedan","4","5","Czarny",NA,"Stany Zjednoczone",NA,NA,"Tak",NA,"Tak","U¿ywane","Per³owy","Tak","Tak","Tak",NA,NA,NA,NA,"1 674,21 PLN",NA,NA,NA,NA,"72 570 PLN","28","20 249,98 PLN",NA,NA,NA,NA,NA
"1:1452","99 900","Firmy","Osobowe","Maserati","Ghibli",NA,"2020","1 500 km","1 995 cm3","Hybryda","330 KM","Automatyczna",NA,NA,"Sedan",NA,NA,"Srebrny",NA,NA,NA,NA,NA,"Tak",NA,"Nowe",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1453","275 000","Firmy","Osobowe","Maserati","Levante","Diesel","2017","45 000 km","2 987 cm3","Diesel","275 KM","Automatyczna","4x4 (sta³y)","189 g/km","SUV","5","5","Bia³y",NA,"W³ochy","04/01/2019","CIN3861A","Tak","Tak","Tak","U¿ywane","Metalik","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1454","222 500","Firmy","Osobowe","Maserati","Quattroporte","Q4","2016","78 224 km","2 979 cm3","Benzyna","410 KM","Automatyczna","4x4 (sta³y)","226 g/km","Sedan","4","4","Szary",NA,NA,"01/08/2016",NA,"Tak","Tak","Tak","U¿ywane","Per³owy","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1455","219 000","Osoby prywatnej","Osobowe","Maserati","GranTurismo",NA,"2011","82 000 km","4 691 cm3","Benzyna","440 KM","Automatyczna","Na tylne ko³a",NA,"Coupe","2","4","Czarny",NA,NA,NA,NA,"Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1456","475 000","Firmy","Osobowe","Maserati","Levante",NA,"2018","12 700 km","2 979 cm3","Benzyna","430 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5",NA,"Bia³y",NA,"Polska",NA,NA,"Tak","Tak","Tak","U¿ywane",NA,NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1457","165 000","Osoby prywatnej","Osobowe","Maserati","GranTurismo",NA,"2011","130 000 km","4 691 cm3","Benzyna","451 KM","Automatyczna","Na tylne ko³a","337 g/km","Coupe","2","4","Bia³y",NA,NA,NA,NA,"Tak","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1458","48 000","Osoby prywatnej","Osobowe","Maserati","4200",NA,"2004","67 000 km","4 200 cm3","Benzyna","400 KM","Automatyczna",NA,NA,"Coupe","3","3","Szary",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1459","40 000","Firmy","Osobowe","Maserati","224",NA,"1990","112 000 km","1 996 cm3","Benzyna","283 KM","Manualna","Na tylne ko³a",NA,"Coupe","2",NA,"Czarny","Tak","Holandia",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1460","629 000","Firmy","Osobowe","Maserati","Levante",NA,"2019","9 000 km","3 799 cm3","Benzyna","530 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5","5","Niebieski",NA,"Polska",NA,NA,"Tak","Tak","Tak","U¿ywane","Metalik",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1461","360 000","Firmy","Osobowe","Maserati","Ghibli","Diesel","2018","10 700 km","2 987 cm3","Diesel","275 KM","Automatyczna","Na tylne ko³a","158 g/km","Sedan","4","4","Czarny",NA,"Polska","17/02/2020","WPI 6472C","Tak",NA,NA,"U¿ywane","Per³owy","Tak","Tak","Tak","Tak","Tak",NA,NA,NA,NA,"999 999 999 999 km",NA,"27/12/2022",NA,NA,NA,NA,NA,NA,NA,NA
"1:1462","246 000","Firmy","Osobowe","Maserati","Levante","Diesel","2017","99 000 km","2 987 cm3","Diesel","275 KM","Automatyczna","4x4 (sta³y)","189 g/km","SUV","5","5","Czerwony",NA,NA,"07/07/2017","SUV Z CHARAKTEREM – MAMY KILKA LEVANTE","Tak","Tak","Tak","U¿ywane","Matowy","Tak","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1463","209 000","Osoby prywatnej","Osobowe","Maserati","Quattroporte","S Q4 Automatik","2014","44 300 km","2 979 cm3","Benzyna","410 KM","Automatyczna","4x4 (sta³y)","246 g/km","Sedan","4","4","Czarny",NA,"W³ochy",NA,"WPI11111","Tak","Tak","Tak","U¿ywane","Metalik",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1464","164 700","Osoby prywatnej","Osobowe","Maserati","GranTurismo","Automat","2008","95 780 km","4 244 cm3","Benzyna","405 KM","Automatyczna","Na tylne ko³a","330 g/km","Coupe","2","4","Bia³y",NA,"W³ochy","04/03/2009","FK412KB",NA,"Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1465","299 700","Firmy","Osobowe","Maserati","Levante",NA,"2018","18 600 km","2 979 cm3","Benzyna","350 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5","5","Z³oty",NA,"Stany Zjednoczone",NA,NA,NA,NA,NA,"U¿ywane","Metalik","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1466","128 000","Osoby prywatnej","Osobowe","Maserati","GranTurismo",NA,"2008","62 000 km","4 244 cm3","Benzyna","405 KM","Automatyczna","Na tylne ko³a","330 g/km","Coupe","2","4","Czarny",NA,NA,"28/08/2008","E3 HAPPY","Tak",NA,NA,"U¿ywane","Metalik",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1467","149 500","Firmy","Osobowe","Maserati","Quattroporte",NA,"2013","227 223 km","3 000 cm3","Benzyna","410 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan","4","5","Niebieski",NA,"Polska","03/04/2014",NA,"Tak",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1468","234 930","Firmy","Osobowe","Maserati","Levante","Diesel","2017","150 000 km","2 987 cm3","Diesel","275 KM","Automatyczna","4x4 (sta³y)","189 g/km","SUV","5","5","Bia³y",NA,NA,"04/02/2017","NIEPOWTARZALNY I HIPNOTUZUJ¥CY","Tak","Tak","Tak","U¿ywane","Per³owy","Tak","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1469","310 000","Firmy","Osobowe","Maserati","Ghibli",NA,"2018","44 600 km","2 979 cm3","Benzyna","349 KM","Automatyczna","Na tylne ko³a",NA,"Sedan","4","5","Niebieski",NA,NA,"09/08/2018",NA,NA,"Tak",NA,"U¿ywane",NA,"Tak","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1470","62 900","Osoby prywatnej","Osobowe","Mazda","3","SKYACTIV-G 120","2017","29 900 km","1 998 cm3","Benzyna","120 KM","Manualna","Na przednie ko³a","119 g/km","Kompakt","5","5","Szary",NA,"Polska","29/11/2017","PZ712XJ","Tak",NA,"Tak","U¿ywane","Metalik",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1471","39 900","Osoby prywatnej","Osobowe","Mazda","CX-5","2.2 D Skymotion","2015","69 209 km","2 191 cm3","Diesel","150 KM","Manualna","4x4 (do³¹czany automatycznie)","136 g/km","SUV","5","5","Czarny","Tak","Francja","08/10/2015",NA,NA,NA,"Tak","U¿ywane","Per³owy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1472","3 999","Osoby prywatnej","Osobowe","Mazda","323F",NA,"1996","250 000 km","1 840 cm3","Benzyna","114 KM","Manualna","Na przednie ko³a","157 g/km","Auta miejskie","5","5","Zielony",NA,NA,"29/02/1996",NA,NA,NA,"Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (1994-1998)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1473","12 900","Osoby prywatnej","Osobowe","Mazda","2","1.5 Sport","2008","150 000 km","1 498 cm3","Benzyna","103 KM","Manualna","Na przednie ko³a","140 g/km","Auta miejskie","3","5","Czarny","Tak","Niemcy","31/07/2008",NA,"Tak","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150 000 km","II (2007-2014)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1474","15 900","Osoby prywatnej","Osobowe","Mazda","5","1.8 Comfort","2006","144 500 km","1 798 cm3","Benzyna","115 KM","Manualna","Na przednie ko³a","190 g/km","Minivan","5","7","Czerwony","Tak","Niemcy","29/11/2006",NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I (2005-2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1475","15 700","Osoby prywatnej","Osobowe","Mazda","6","2.0 CD Exclusive +","2008","291 000 km","1 998 cm3","Diesel","140 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny",NA,"Niemcy","10/12/2008",NA,"Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"II (2007-2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1476","84 000","Osoby prywatnej","Osobowe","Mazda","6","2.0 Skypassion I-ELoop","2015","51 300 km","1 998 cm3","Benzyna","165 KM","Manualna","Na przednie ko³a","136 g/km","Kombi","5","5","Czerwony",NA,"Polska","18/01/2016",NA,"Tak","Tak","Tak","U¿ywane","Metalik",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2012-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1477","61 799","Osoby prywatnej","Osobowe","Mazda","6",NA,"2015","114 561 km","2 488 cm3","Benzyna","192 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Szary",NA,"Stany Zjednoczone","19/06/2017","WPR5007M","Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III (2012-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1478","16 000","Osoby prywatnej","Osobowe","Mazda","6","2.0 Exclusive","2007","226 500 km","1 999 cm3","Benzyna+LPG","147 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Szary",NA,NA,NA,NA,"Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"I (2002-2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1479","149 900","Firmy","Osobowe","Mazda","CX-5",NA,"2019","35 258 km","2 488 cm3","Benzyna","194 KM","Automatyczna","Na przednie ko³a",NA,"SUV","5","5","Szary","Tak","Polska","25/03/2019",NA,"Tak","Tak","Tak","U¿ywane",NA,"Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1480","44 500","Osoby prywatnej","Osobowe","Mazda","3","SKYACTIV-G 120 Automatik","2016","35 000 km","1 998 cm3","Benzyna","120 KM","Automatyczna","Na przednie ko³a",NA,"Auta ma³e","4","5","Niebieski",NA,"Stany Zjednoczone",NA,NA,"Tak",NA,NA,"U¿ywane","Per³owy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1481","79 900","Firmy","Osobowe","Mazda","CX-3","2.0 Skypassion AWD","2018","40 008 km","1 998 cm3","Benzyna","150 KM","Manualna","4x4 (do³¹czany automatycznie)","150 g/km","SUV","5","5","Bia³y","Tak","Niemcy","10/07/2018",NA,NA,"Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1482","15 900","Osoby prywatnej","Osobowe","Mazda","2",NA,"2009","148 250 km","1 300 cm3","Benzyna","90 KM","Manualna",NA,NA,"Auta miejskie","5",NA,"Czarny","Tak",NA,NA,NA,NA,"Tak",NA,"U¿ywane","Metalik","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1483","22 800","Osoby prywatnej","Osobowe","Mazda","5",NA,"2009","179 250 km","1 798 cm3","Benzyna","115 KM","Manualna","Na przednie ko³a",NA,"Minivan","5","7","Inny kolor","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I (2005-2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1484","44 900","Osoby prywatnej","Osobowe","Mazda","3",NA,"2014","99 500 km","1 998 cm3","Benzyna","120 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Niebieski",NA,NA,"23/01/2015",NA,"Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1485","103 900","Firmy","Osobowe","Mazda","CX-30",NA,"2019","19 000 km","1 998 cm3","Benzyna","122 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Szary",NA,"Polska","16/10/2019","WW0438Y","Tak","Tak","Tak","U¿ywane","Metalik",NA,"Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1486","41 500","Firmy","Osobowe","Mazda","3","SKYACTIV-G 120","2013","137 000 km","1 998 cm3","Benzyna","120 KM","Manualna","Na przednie ko³a","119 g/km","Kompakt","5","5","Bia³y","Tak",NA,"28/11/2013",NA,NA,"Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1487","76 900","Firmy","Osobowe","Mazda","6",NA,"2016","104 094 km","1 998 cm3","Benzyna","165 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Czerwony",NA,"Polska","25/05/2016",NA,"Tak","Tak","Tak","U¿ywane","Metalik","Tak","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2012-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1488","109 900","Firmy","Osobowe","Mazda","3",NA,"2019","4 400 km","1 998 cm3","Benzyna","180 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Bia³y",NA,"Polska","30/09/2019",NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1489","32 500","Firmy","Osobowe","Mazda","3",NA,"2012","95 791 km","1 598 cm3","Benzyna","105 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Br¹zowy","Tak",NA,NA,NA,NA,"Tak","Tak","U¿ywane",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"II (2009-2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1490","79 900","Firmy","Osobowe","Mazda","CX-3",NA,"2019","23 000 km","1 998 cm3","Benzyna","121 KM","Manualna","Na przednie ko³a",NA,"SUV","5","5","Czerwony",NA,"Polska","27/06/2019","SZ0203L","Tak","Tak","Tak","U¿ywane","Metalik",NA,"Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1491","82 000","Osoby prywatnej","Osobowe","Mazda","3","2.0 mHEV Kai","2019","26 200 km","1 998 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Czerwony",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IV (2019-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1492","23 900","Osoby prywatnej","Osobowe","Mazda","3",NA,"2010","280 000 km","1 999 cm3","Benzyna","151 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5",NA,"Czarny","Tak","Niemcy","23/06/2010","WSC512AK","Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1493","43 000","Osoby prywatnej","Osobowe","Mazda","6",NA,"2014","200 500 km","2 488 cm3","Benzyna","192 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Szary",NA,NA,NA,NA,"Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2012-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1494","36 800","Osoby prywatnej","Osobowe","Mazda","2","SKYACTIV-G 90","2017","112 600 km","1 496 cm3","Benzyna","90 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Bia³y",NA,"Niemcy","11/04/2017","WPR5931M","Tak",NA,"Tak","U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1495","10 000","Osoby prywatnej","Osobowe","Mazda","6","2.0 Exclusive","2006","221 256 km","1 999 cm3","Benzyna+LPG","147 KM","Manualna","Na przednie ko³a","191 g/km","Kombi","5","5","Czarny",NA,"Niemcy","09/02/2006","RNIAT60","Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I (2002-2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1496","24 800","Osoby prywatnej","Osobowe","Mazda","6","1.8 Comfort EU5","2008","108 500 km","1 798 cm3","Benzyna","120 KM","Manualna","Na przednie ko³a","157 g/km","Sedan","5","5","Bia³y",NA,NA,"20/08/2008",NA,"Tak","Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2007-2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1497","65 600","Osoby prywatnej","Osobowe","Mazda","CX-9","3.7 V6 Limitowana edycja","2014","81 400 km","3 726 cm3","Benzyna","277 KM","Automatyczna","4x4 (do³¹czany automatycznie)","270 g/km","SUV","5","7","Bordowy",NA,NA,"01/01/2014",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1498","131 400","Firmy","Osobowe","Mazda","CX-30","2.0 Hikari 2WD","2020","1 km","1 998 cm3","Benzyna","122 KM","Manualna","Na przednie ko³a",NA,"SUV","5","5","Szary",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1499","17 900","Osoby prywatnej","Osobowe","Mazda","5","2.3 Sport","2009","128 000 km","2 260 cm3","Benzyna+LPG","157 KM","Automatyczna","Na przednie ko³a",NA,"Minivan","5","6","Czarny",NA,NA,NA,NA,"Tak","Tak",NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,"I (2005-2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1500","12 600","Osoby prywatnej","Osobowe","Mazda","2","1.3 Comfort","2008","175 000 km","1 349 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a","129 g/km","Kompakt","5","5","Niebieski",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2007-2014)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1501","14 000","Osoby prywatnej","Osobowe","Mazda","6","2.0 Active","2006","230 000 km","1 999 cm3","Benzyna+LPG","147 KM","Manualna","Na przednie ko³a","191 g/km","Kombi","5","5","Bordowy",NA,"Polska","19/12/2006","KR740YF","Tak","Tak",NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I (2002-2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1502","13 700","Osoby prywatnej","Osobowe","Mazda","2","1.3 Exclusive+","2008","154 700 km","1 349 cm3","Benzyna","86 KM","Manualna","Na przednie ko³a","129 g/km","Auta miejskie","3","5","Srebrny","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"II (2007-2014)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1503","117 500","Firmy","Osobowe","Mazda","3",NA,"2019","20 300 km","1 998 cm3","Benzyna","180 KM","Automatyczna","4x4 (sta³y)",NA,"Kompakt","5","5","Szary",NA,"Polska","20/03/2020","KTTJE16","Tak","Tak","Tak","U¿ywane","Metalik","Tak","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1504","118 500","Firmy","Osobowe","Mazda","6",NA,"2019","21 150 km","1 998 cm3","Benzyna","165 KM","Manualna","Na przednie ko³a",NA,"Sedan","4","5","Czerwony",NA,"Polska","29/08/2019","KR5MM74","Tak",NA,"Tak","U¿ywane","Metalik","Tak","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,"III (2012-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1505","94 900","Firmy","Osobowe","Mazda","CX-5",NA,"2017","21 400 km","1 998 cm3","Benzyna","165 KM","Manualna","Na przednie ko³a",NA,"SUV","5","5","Szary","Tak","Polska","01/08/2017","KR8AK98","Tak","Tak","Tak","U¿ywane","Metalik","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:1506","10 888","Firmy","Osobowe","Mazda","3","1.6 16V Exclusive","2006","180 000 km","1 598 cm3","Benzyna","105 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Niebieski","Tak","Polska","12/05/2006","SG3793X","Tak","Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I (2003-2009)",NA,NA,NA,NA,NA,NA,NA,NA,NA
